# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.191117553710937500e+02 1.039368510246276855e+00 4.189558715820312500e+02 1.038215517997741699e+00
1.000000000000000000e+03 2.406766414642333984e+00 4.633897244930267334e-01 2.382051467895507812e+00 4.600867927074432373e-01
2.000000000000000000e+03 1.126565933227539062e+00 5.135833621025085449e-01 1.112429499626159668e+00 5.088168382644653320e-01
3.000000000000000000e+03 5.945827364921569824e-01 2.311443239450454712e-01 5.876856446266174316e-01 2.285342365503311157e-01
4.000000000000000000e+03 4.481770992279052734e-01 1.254850775003433228e-01 4.443459510803222656e-01 1.236875727772712708e-01
5.000000000000000000e+03 3.089768290519714355e-01 7.600868493318557739e-02 3.066348433494567871e-01 7.474067062139511108e-02
6.000000000000000000e+03 2.015889137983322144e-01 5.609266087412834167e-02 2.001512795686721802e-01 5.513822287321090698e-02
7.000000000000000000e+03 2.018565237522125244e-01 4.698092490434646606e-02 2.009356617927551270e-01 4.621502757072448730e-02
8.000000000000000000e+03 1.899544298648834229e-01 3.927935659885406494e-02 1.893686950206756592e-01 3.867304325103759766e-02
9.000000000000000000e+03 9.397104382514953613e-02 3.143337741494178772e-02 9.359306097030639648e-02 3.094065561890602112e-02
1.000000000000000000e+04 6.484494358301162720e-02 2.511840499937534332e-02 6.459239870309829712e-02 2.470363304018974304e-02
1.100000000000000000e+04 7.135564088821411133e-02 1.940384507179260254e-02 7.118821144104003906e-02 1.904168352484703064e-02
1.200000000000000000e+04 3.434528782963752747e-02 1.641430146992206573e-02 3.421516716480255127e-02 1.609724760055541992e-02
1.300000000000000000e+04 4.484019055962562561e-02 1.040775608271360397e-02 4.474420100450515747e-02 1.016630511730909348e-02
1.400000000000000000e+04 3.598955273628234863e-02 8.252591826021671295e-03 3.582780063152313232e-02 8.087147027254104614e-03
1.500000000000000000e+04 5.035348609089851379e-02 8.477120660245418549e-03 5.015847831964492798e-02 8.362287655472755432e-03
1.600000000000000000e+04 1.386834681034088135e-01 1.301230862736701965e-02 1.384171545505523682e-01 1.293413247913122177e-02
1.700000000000000000e+04 3.151162713766098022e-02 2.981689758598804474e-03 3.133552521467208862e-02 2.904228400439023972e-03
1.800000000000000000e+04 4.114543274044990540e-02 3.759217448532581329e-03 4.098444804549217224e-02 3.705058945342898369e-03
1.900000000000000000e+04 2.175485342741012573e-02 2.883013337850570679e-03 2.160742692649364471e-02 2.855288796126842499e-03
2.000000000000000000e+04 2.248116768896579742e-02 3.251762129366397858e-03 2.238086424767971039e-02 3.235481213778257370e-03
2.100000000000000000e+04 2.061186544597148895e-02 1.476161298342049122e-03 2.055622078478336334e-02 1.476345350965857506e-03
2.200000000000000000e+04 7.544928789138793945e-02 7.936823181807994843e-03 7.538004219532012939e-02 7.936962880194187164e-03
2.300000000000000000e+04 1.662081293761730194e-02 6.429391796700656414e-04 1.658849604427814484e-02 6.460258737206459045e-04
2.400000000000000000e+04 1.624765805900096893e-02 6.667111301794648170e-04 1.621952280402183533e-02 6.700552185066044331e-04
2.500000000000000000e+04 1.657094061374664307e-02 6.141125340946018696e-04 1.654606871306896210e-02 6.184304365888237953e-04
2.600000000000000000e+04 1.742074266076087952e-02 1.837378949858248234e-03 1.739710196852684021e-02 1.840156852267682552e-03
2.700000000000000000e+04 9.183315187692642212e-02 8.589086122810840607e-03 9.179615229368209839e-02 8.580609224736690521e-03
2.800000000000000000e+04 3.540102764964103699e-02 2.390465931966900826e-03 3.537279367446899414e-02 2.388799097388982773e-03
2.900000000000000000e+04 1.599341444671154022e-02 1.320459996350109577e-03 1.596858911216259003e-02 1.320709474384784698e-03
3.000000000000000000e+04 5.639453232288360596e-02 7.048643194139003754e-03 5.635572224855422974e-02 7.043589837849140167e-03
3.100000000000000000e+04 1.536424923688173294e-02 1.650186954066157341e-03 1.533800363540649414e-02 1.646584481932222843e-03
3.200000000000000000e+04 1.735019870102405548e-02 1.760727493092417717e-03 1.732502318918704987e-02 1.758070895448327065e-03
3.300000000000000000e+04 1.491478271782398224e-02 1.397270825691521168e-03 1.489067357033491135e-02 1.394150429405272007e-03
3.400000000000000000e+04 1.496877335011959076e-02 1.182466978207230568e-03 1.494435593485832214e-02 1.179029000923037529e-03
3.500000000000000000e+04 2.878209762275218964e-02 1.761535997502505779e-03 2.875429205596446991e-02 1.755593577399849892e-03
3.600000000000000000e+04 2.262415736913681030e-02 1.376067521050572395e-03 2.259381860494613647e-02 1.369731849990785122e-03
3.700000000000000000e+04 2.658705785870552063e-02 1.246224856004118919e-03 2.656008861958980560e-02 1.240933081135153770e-03
3.800000000000000000e+04 1.570808701217174530e-02 1.503323903307318687e-03 1.568378135561943054e-02 1.499783946201205254e-03
3.900000000000000000e+04 7.996428012847900391e-02 8.070493116974830627e-03 7.990849763154983521e-02 8.064044639468193054e-03
4.000000000000000000e+04 1.514025032520294189e-02 4.174845293164253235e-03 1.511530298739671707e-02 4.171472974121570587e-03
4.100000000000000000e+04 1.657445542514324188e-02 5.910095293074846268e-03 1.655189506709575653e-02 5.906995851546525955e-03
4.200000000000000000e+04 1.531757786870002747e-02 1.235211850143969059e-03 1.529144775122404099e-02 1.233258983120322227e-03
4.300000000000000000e+04 1.462528202682733536e-02 1.636165543459355831e-03 1.460110861808061600e-02 1.636357977986335754e-03
4.400000000000000000e+04 1.584853231906890869e-02 1.736152917146682739e-03 1.582239381968975067e-02 1.735399826429784298e-03
4.500000000000000000e+04 1.601650193333625793e-02 1.148694893345236778e-03 1.599196158349514008e-02 1.149829127825796604e-03
4.600000000000000000e+04 1.502996962517499924e-02 1.578653464093804359e-03 1.500434707850217819e-02 1.579996431246399879e-03
4.700000000000000000e+04 1.613273657858371735e-02 1.769403577782213688e-03 1.610782369971275330e-02 1.773397903889417648e-03
4.800000000000000000e+04 2.566968090832233429e-02 3.990257158875465393e-03 2.563854865729808807e-02 3.993480931967496872e-03
4.900000000000000000e+04 2.225712500512599945e-02 2.341911196708679199e-03 2.223236486315727234e-02 2.350329421460628510e-03
5.000000000000000000e+04 1.493659149855375290e-02 1.199008547700941563e-03 1.491272356361150742e-02 1.203722204081714153e-03
5.000000000000000000e+04 1.493659149855375290e-02 1.199008547700941563e-03 1.491272356361150742e-02 1.203722204081714153e-03
5.100000000000000000e+04 1.463637594133615494e-02 1.375696854665875435e-03 1.461293641477823257e-02 1.383437309414148331e-03
5.200000000000000000e+04 1.463663391768932343e-02 1.375340390950441360e-03 1.461318694055080414e-02 1.383038470521569252e-03
5.300000000000000000e+04 1.463670190423727036e-02 1.375290565192699432e-03 1.461323909461498260e-02 1.382984919473528862e-03
5.400000000000000000e+04 1.463666558265686035e-02 1.375278341583907604e-03 1.461320184171199799e-02 1.382959075272083282e-03
5.500000000000000000e+04 1.463664136826992035e-02 1.375277875922620296e-03 1.461317948997020721e-02 1.382953952997922897e-03
5.600000000000000000e+04 1.463665347546339035e-02 1.375270658172667027e-03 1.461318600922822952e-02 1.382940448820590973e-03
5.700000000000000000e+04 1.463662739843130112e-02 1.375287305563688278e-03 1.461317855864763260e-02 1.382949529215693474e-03
5.800000000000000000e+04 1.463658828288316727e-02 1.375283580273389816e-03 1.461312081664800644e-02 1.382938353344798088e-03
5.900000000000000000e+04 1.463656686246395111e-02 1.375277526676654816e-03 1.461309753358364105e-02 1.382931834086775780e-03
6.000000000000000000e+04 1.463654637336730957e-02 1.375289517454802990e-03 1.461308542639017105e-02 1.382933463901281357e-03
6.100000000000000000e+04 1.463662926107645035e-02 1.375173451378941536e-03 1.461318042129278183e-02 1.382816350087523460e-03
6.200000000000000000e+04 1.463668141514062881e-02 1.375123392790555954e-03 1.461323536932468414e-02 1.382764428853988647e-03
6.300000000000000000e+04 1.463674101978540421e-02 1.375112682580947876e-03 1.461327821016311646e-02 1.382753951475024223e-03
6.400000000000000000e+04 1.463676150888204575e-02 1.375106628984212875e-03 1.461330521851778030e-02 1.382743474096059799e-03
6.500000000000000000e+04 1.463672704994678497e-02 1.375079271383583546e-03 1.461327727884054184e-02 1.382712624035775661e-03
