# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.031799107789993286e-01 2.140263319015502930e-01 0.000000000000000000e+00 1.000000000000000000e+00 2.079975903034210205e-01 2.173510193824768066e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.190375924110412598e+00
1.000000000000000000e+03 8.432180620729923248e-03 7.759919855743646622e-03 4.713550438850688806e-08 3.284723206888884306e-04 9.275772608816623688e-03 7.227142807096242905e-03 4.713550438850688806e-08 3.284723206888884306e-04 7.794468402862548828e-01
2.000000000000000000e+03 5.621480289846658707e-03 4.795583430677652359e-03 1.043535917233384680e-06 1.215627053170464933e-04 5.944622680544853210e-03 4.770842846482992172e-03 1.043535917233384680e-06 1.215627053170464933e-04 6.194741725921630859e-01
3.000000000000000000e+03 3.027522470802068710e-03 3.303478937596082687e-03 1.083283109437616076e-06 5.748685725848190486e-05 3.480914747342467308e-03 3.285137936472892761e-03 1.083283109437616076e-06 5.748685725848190486e-05 4.557655155658721924e-01
4.000000000000000000e+03 1.425694325007498264e-03 2.093293471261858940e-03 1.288345515604305547e-06 2.520421548979356885e-05 1.713758683763444424e-03 1.966256182640790939e-03 1.288345515604305547e-06 2.520421548979356885e-05 3.176467120647430420e-01
5.000000000000000000e+03 6.471637170761823654e-04 1.022271811962127686e-03 2.683488276034040609e-07 1.242491634911857545e-05 7.647154852747917175e-04 9.569615940563380718e-04 2.683488276034040609e-07 1.242491634911857545e-05 1.986119747161865234e-01
6.000000000000000000e+03 2.964648883789777756e-04 3.484938060864806175e-04 4.256447573425248265e-05 1.292295346502214670e-04 9.312690817750990391e-04 2.097566146403551102e-03 4.256447573425248265e-05 1.292295346502214670e-04 1.111770719289779663e-01
7.000000000000000000e+03 1.127638606703840196e-04 5.353303276933729649e-05 1.197663550556171685e-05 1.042010467244836036e-06 1.739857951179146767e-03 4.522442352026700974e-03 1.197663550556171685e-05 1.042010467244836036e-06 1.211051568388938904e-01
8.000000000000000000e+03 2.762990334304049611e-05 1.619145587028469890e-05 7.699074444644793402e-07 4.308909865358145908e-06 2.798984525725245476e-03 7.186740636825561523e-03 7.699074444644793402e-07 4.308909865358145908e-06 1.384948045015335083e-01
9.000000000000000000e+03 1.579333729750942439e-05 4.168697614659322426e-06 4.037176282167820318e-08 1.031571628118399531e-08 4.083027131855487823e-03 9.956006892025470734e-03 4.037176282167820318e-08 1.031571628118399531e-08 1.580709367990493774e-01
1.000000000000000000e+04 1.289749161514919251e-05 8.781641554378438741e-06 9.400056910635612439e-08 2.312326842002221383e-06 5.556968972086906433e-03 1.295915804803371429e-02 9.400056910635612439e-08 2.312326842002221383e-06 1.781605631113052368e-01
1.100000000000000000e+04 8.280505426228046417e-06 2.189556653320323676e-06 1.388611559072217005e-09 1.879385536085464992e-12 7.321002427488565445e-03 1.631344482302665710e-02 1.388611559072217005e-09 1.879385536085464992e-12 1.962241381406784058e-01
1.200000000000000000e+04 6.315166046988451853e-06 1.714033714961260557e-06 1.352205014626406410e-09 2.251056230306858197e-09 9.257148951292037964e-03 1.986897736787796021e-02 1.352205014626406410e-09 2.251056230306858197e-09 2.136604189872741699e-01
1.300000000000000000e+04 5.354513632482849061e-06 2.576249016783549450e-06 4.825128030461200979e-08 3.482014676592370961e-07 1.142628397792577744e-02 2.367894910275936127e-02 4.825128030461200979e-08 3.482014676592370961e-07 2.303758710622787476e-01
1.400000000000000000e+04 3.718190555446199141e-06 1.150015236817125697e-06 1.772682001188741197e-09 2.115143615810666233e-10 1.364406477659940720e-02 2.768739126622676849e-02 1.772682001188741197e-09 2.115143615810666233e-10 2.456384301185607910e-01
1.500000000000000000e+04 2.958214963655336760e-06 1.023973027258762158e-06 1.630043300338002155e-08 3.842615114990621805e-11 1.594032719731330872e-02 3.169158846139907837e-02 1.630043300338002155e-08 3.842615114990621805e-11 2.598179876804351807e-01
1.600000000000000000e+04 2.260956989630358294e-06 8.874485502019524574e-07 1.703917007489508251e-10 1.740829702612245455e-11 1.829187944531440735e-02 3.571953624486923218e-02 1.703917007489508251e-10 1.740829702612245455e-11 2.732818424701690674e-01
1.700000000000000000e+04 1.876589067251188681e-06 9.925374797603581101e-07 6.622536297129499872e-09 9.218878460615087533e-08 2.059428580105304718e-02 3.958654031157493591e-02 6.622536297129499872e-09 9.218878460615087533e-08 2.856233417987823486e-01
1.800000000000000000e+04 1.870119717750640120e-06 9.584100553183816373e-07 1.654694443686821614e-07 1.066115515868659713e-07 2.281821146607398987e-02 4.336538165807723999e-02 1.654694443686821614e-07 1.066115515868659713e-07 2.967431843280792236e-01
1.900000000000000000e+04 1.248506464435195085e-06 6.990165957176941447e-07 2.736058135610619502e-08 1.548892214486841112e-08 2.500675618648529053e-02 4.692643880844116211e-02 2.736058135610619502e-08 1.548892214486841112e-08 3.073098361492156982e-01
2.000000000000000000e+04 3.177505050189211033e-06 1.532454348307510372e-06 1.150032289842783939e-06 9.858388239081250504e-07 2.718377113342285156e-02 5.049565806984901428e-02 1.150032289842783939e-06 9.858388239081250504e-07 3.169275820255279541e-01
